uid,type,title,transcript,locations,persons,topics,transcriptLength,totalPages,languageCode,isOnFrontPage,publicationDate,countryCode,dataProviderCode,mediaCode,mediaType
luxembourg1935-1938-03-12-a-i0103,ad,Publicité 9 Page 3,,"[{'uid': 'aida-0001-54-Nord_$28$French_department$29$', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp21_fr', 'relevance': 0.075}, {'uid': 'tm-fr-all-v2.0_tp39_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp51_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.25}, {'uid': 'tm-fr-all-v2.0_tp70_fr', 'relevance': 0.146}, {'uid': 'tm-fr-all-v2.0_tp80_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.027}]",69,1,fr,False,1938-03-12T00:00:00+00:00,LU,BNL,luxembourg1935,newspaper
obermosel-1937-02-22-a-i0086,ad,Publicité 3 Page 4,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp07_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp50_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp59_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp94_fr', 'relevance': 0.136}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.227}]",49,1,fr,False,1937-02-22T00:00:00+00:00,LU,BNL,obermosel,newspaper
tageblatt-1925-02-24-a-i0070,ad,"L'ORPHÉON DE LUXEMBOURG- SAMEDI, le",,[],[],"[{'uid': 'tm-fr-all-v2.0_tp07_fr', 'relevance': 0.043}, {'uid': 'tm-fr-all-v2.0_tp14_fr', 'relevance': 0.117}, {'uid': 'tm-fr-all-v2.0_tp15_fr', 'relevance': 0.043}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.055}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.043}, {'uid': 'tm-fr-all-v2.0_tp84_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp95_fr', 'relevance': 0.03}]",53,1,fr,False,1925-02-24T00:00:00+00:00,LU,BNL,tageblatt,newspaper
tageblatt-1930-02-09-a-i0099,ad,A.G.E.L. Les grands cirques internationaux,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp11_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp25_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp27_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp29_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp33_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp48_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.131}, {'uid': 'tm-fr-all-v2.0_tp52_fr', 'relevance': 0.048}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.09}, {'uid': 'tm-fr-all-v2.0_tp64_fr', 'relevance': 0.02}]",51,1,fr,False,1930-02-09T00:00:00+00:00,LU,BNL,tageblatt,newspaper
indeplux-1925-03-03-a-i0066,ad,Publicité 7 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp32_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.049}, {'uid': 'tm-fr-all-v2.0_tp53_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.105}, {'uid': 'tm-fr-all-v2.0_tp67_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp84_fr', 'relevance': 0.094}, {'uid': 'tm-fr-all-v2.0_tp95_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.027}]",61,1,fr,False,1925-03-03T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1925-03-03-b-i0062,ad,Publicité 9 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp15_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp19_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.055}, {'uid': 'tm-fr-all-v2.0_tp25_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp28_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp53_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.146}, {'uid': 'tm-fr-all-v2.0_tp69_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp73_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp84_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.045}]",62,1,fr,False,1925-03-03T00:00:00+00:00,LU,BNL,indeplux,newspaper
luxembourg1935-1938-03-08-a-i0107,ad,Publicité 6 Page 3,,"[{'uid': 'aida-0001-54-Nord_$28$French_department$29$', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp21_fr', 'relevance': 0.525}, {'uid': 'tm-fr-all-v2.0_tp41_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.029}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.021}]",74,1,fr,False,1938-03-08T00:00:00+00:00,LU,BNL,luxembourg1935,newspaper
indeplux-1934-02-24-a-i0039,ad,Publicité 2 Page 3,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp07_fr', 'relevance': 0.249}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.061}, {'uid': 'tm-fr-all-v2.0_tp59_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.061}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.038}]",40,1,fr,False,1934-02-24T00:00:00+00:00,LU,BNL,indeplux,newspaper
luxembourg1935-1936-03-17-a-i0089,ad,Publicité 6 Page 4,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp21_fr', 'relevance': 0.246}, {'uid': 'tm-fr-all-v2.0_tp23_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp51_fr', 'relevance': 0.092}, {'uid': 'tm-fr-all-v2.0_tp52_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.029}, {'uid': 'tm-fr-all-v2.0_tp70_fr', 'relevance': 0.103}, {'uid': 'tm-fr-all-v2.0_tp95_fr', 'relevance': 0.05}]",86,1,fr,False,1936-03-17T00:00:00+00:00,LU,BNL,luxembourg1935,newspaper
luxembourg1935-1938-03-11-a-i0088,ad,Publicité 2 Page 3,,"[{'uid': 'aida-0001-54-Cologne', 'relevance': 1}]","[{'uid': 'aida-0001-50-Charles_Coppen', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp11_fr', 'relevance': 0.085}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp68_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp94_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.257}]",56,1,fr,False,1938-03-11T00:00:00+00:00,LU,BNL,luxembourg1935,newspaper
luxembourg1935-1938-10-22-a-i0105,ad,Publicité 7 Page 3,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp00_fr', 'relevance': 0.106}, {'uid': 'tm-fr-all-v2.0_tp13_fr', 'relevance': 0.089}, {'uid': 'tm-fr-all-v2.0_tp19_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp20_fr', 'relevance': 0.047}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp26_fr', 'relevance': 0.106}, {'uid': 'tm-fr-all-v2.0_tp34_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp36_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp37_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp47_fr', 'relevance': 0.029}, {'uid': 'tm-fr-all-v2.0_tp52_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp67_fr', 'relevance': 0.021}]",64,1,fr,False,1938-10-22T00:00:00+00:00,LU,BNL,luxembourg1935,newspaper
luxembourg1935-1937-02-05-a-i0107,ad,Publicité 4 Page 3,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp09_fr', 'relevance': 0.182}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.065}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.058}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.163}, {'uid': 'tm-fr-all-v2.0_tp64_fr', 'relevance': 0.021}, {'uid': 'tm-fr-all-v2.0_tp79_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp85_fr', 'relevance': 0.021}]",80,1,fr,False,1937-02-05T00:00:00+00:00,LU,BNL,luxembourg1935,newspaper
tageblatt-1925-02-25-a-i0063,ad,"LORPHEON DE LUXEMBOURG- SAMEDI, le",,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp07_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp14_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp15_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp21_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp25_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp56_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp64_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp70_fr', 'relevance': 0.076}, {'uid': 'tm-fr-all-v2.0_tp73_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp83_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp84_fr', 'relevance': 0.048}, {'uid': 'tm-fr-all-v2.0_tp85_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp93_fr', 'relevance': 0.02}]",55,1,fr,False,1925-02-25T00:00:00+00:00,LU,BNL,tageblatt,newspaper
indeplux-1925-03-21-b-i0063,ad,Publicité 2 Page 3,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp06_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp13_fr', 'relevance': 0.512}, {'uid': 'tm-fr-all-v2.0_tp81_fr', 'relevance': 0.059}]",68,1,fr,False,1925-03-21T00:00:00+00:00,LU,BNL,indeplux,newspaper
tageblatt-1926-03-12-a-i0080,ad,"M7FMHFR 7' RtJE DU CASINO,",,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]","[{'uid': 'aida-0001-50-Lon_Chaney$2c$_Sr.', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp09_fr', 'relevance': 0.138}, {'uid': 'tm-fr-all-v2.0_tp23_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp43_fr', 'relevance': 0.072}, {'uid': 'tm-fr-all-v2.0_tp69_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp73_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp81_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp86_fr', 'relevance': 0.027}]",62,1,fr,False,1926-03-12T00:00:00+00:00,LU,BNL,tageblatt,newspaper
luxwort-1916-12-11-a-i0044,ad,Pub. 6 Page 4,,"[{'uid': 'aida-0001-54-Hamm', 'relevance': 1}, {'uid': 'aida-0001-54-Karlsruhe', 'relevance': 1}, {'uid': 'aida-0001-54-Baden', 'relevance': 1}, {'uid': 'aida-0001-54-Braunschweig', 'relevance': 1}, {'uid': 'aida-0001-54-Lage', 'relevance': 1}]","[{'uid': 'aida-0001-50-J._Scott_Wolff', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.289}, {'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.376}, {'uid': 'tm-de-all-v2.0_tp43_de', 'relevance': 0.068}, {'uid': 'tm-de-all-v2.0_tp57_de', 'relevance': 0.025}, {'uid': 'tm-de-all-v2.0_tp59_de', 'relevance': 0.023}, {'uid': 'tm-de-all-v2.0_tp83_de', 'relevance': 0.075}]",463,1,de,False,1916-12-11T00:00:00+00:00,LU,BNL,luxwort,newspaper
tageblatt-1928-02-15-a-i0046,ad,"i L'ORPHEON DE LUXEMBOURG SAMEDI,",,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Marche', 'relevance': 1}, {'uid': 'aida-0001-54-Belgium', 'relevance': 1}, {'uid': 'aida-0001-54-France', 'relevance': 1}]","[{'uid': 'aida-0001-50-M._P._Paul', 'relevance': 1}, {'uid': 'aida-0001-50-Paul_Walden', 'relevance': 1}, {'uid': 'aida-0001-50-Franz_Lehár', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.13}, {'uid': 'tm-de-all-v2.0_tp26_de', 'relevance': 0.37}, {'uid': 'tm-de-all-v2.0_tp45_de', 'relevance': 0.021}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.285}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.039}]",380,1,de,False,1928-02-15T00:00:00+00:00,LU,BNL,tageblatt,newspaper
tageblatt-1936-04-17-a-i0113,ad,17.15: Kleines Konzert. 18.00: Piratengold.,,"[{'uid': 'aida-0001-54-1._FC_Köln', 'relevance': 1}, {'uid': 'aida-0001-54-München_Hauptbahnhof', 'relevance': 1}, {'uid': 'aida-0001-54-Stuttgart', 'relevance': 1}, {'uid': 'aida-0001-54-Saarbrücken', 'relevance': 1}, {'uid': 'aida-0001-54-London', 'relevance': 1}, {'uid': 'aida-0001-54-Romania', 'relevance': 1}]","[{'uid': 'aida-0001-50-Edgar_Allan_Poe', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp62_de', 'relevance': 0.917}]",391,1,de,False,1936-04-17T00:00:00+00:00,LU,BNL,tageblatt,newspaper
tageblatt-1937-03-06-a-i0116,ad,VERANSTALTUNGEN. Ce soir r au,,"[{'uid': 'aida-0001-54-Richard_Wagner', 'relevance': 1}]","[{'uid': 'aida-0001-50-Victor_Bodson', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.346}, {'uid': 'tm-de-all-v2.0_tp38_de', 'relevance': 0.062}, {'uid': 'tm-de-all-v2.0_tp56_de', 'relevance': 0.021}, {'uid': 'tm-de-all-v2.0_tp59_de', 'relevance': 0.164}, {'uid': 'tm-de-all-v2.0_tp72_de', 'relevance': 0.027}, {'uid': 'tm-de-all-v2.0_tp89_de', 'relevance': 0.084}]",460,1,de,False,1937-03-06T00:00:00+00:00,LU,BNL,tageblatt,newspaper
indeplux-1928-02-22-a-i0027,ad,Publicité 3 Page 3,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp08_fr', 'relevance': 0.063}, {'uid': 'tm-fr-all-v2.0_tp11_fr', 'relevance': 0.04}, {'uid': 'tm-fr-all-v2.0_tp63_fr', 'relevance': 0.04}, {'uid': 'tm-fr-all-v2.0_tp69_fr', 'relevance': 0.048}, {'uid': 'tm-fr-all-v2.0_tp70_fr', 'relevance': 0.151}, {'uid': 'tm-fr-all-v2.0_tp72_fr', 'relevance': 0.033}, {'uid': 'tm-fr-all-v2.0_tp74_fr', 'relevance': 0.026}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.026}]",91,1,fr,False,1928-02-22T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1928-07-14-a-i0041,ad,Publicité 10 Page 4,,"[{'uid': 'aida-0001-54-Moulins$2c$_Allier', 'relevance': 1}, {'uid': 'aida-0001-54-Le_Havre', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp07_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp17_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.072}, {'uid': 'tm-fr-all-v2.0_tp29_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp43_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp55_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp66_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp68_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp87_fr', 'relevance': 0.061}, {'uid': 'tm-fr-all-v2.0_tp93_fr', 'relevance': 0.027}]",59,1,fr,False,1928-07-14T00:00:00+00:00,LU,BNL,indeplux,newspaper
tageblatt-1947-03-10-a-i0045,ad,"assq'ss"" A la redoute travestie",,"[{'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp00_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp21_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp27_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.052}, {'uid': 'tm-fr-all-v2.0_tp70_fr', 'relevance': 0.114}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.163}, {'uid': 'tm-fr-all-v2.0_tp94_fr', 'relevance': 0.191}]",71,1,fr,False,1947-03-10T00:00:00+00:00,LU,BNL,tageblatt,newspaper
indeplux-1928-07-20-a-i0044,ad,Publicité 14 Page 4,,"[{'uid': 'aida-0001-54-Moulins$2c$_Allier', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp09_fr', 'relevance': 0.154}, {'uid': 'tm-fr-all-v2.0_tp18_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.055}, {'uid': 'tm-fr-all-v2.0_tp44_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp55_fr', 'relevance': 0.043}, {'uid': 'tm-fr-all-v2.0_tp78_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp91_fr', 'relevance': 0.03}]",56,1,fr,False,1928-07-20T00:00:00+00:00,LU,BNL,indeplux,newspaper
luxembourg1935-1940-02-14-a-i0061,ad,Publicité 4 Page 4,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp01_fr', 'relevance': 0.029}, {'uid': 'tm-fr-all-v2.0_tp15_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp21_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.235}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.061}, {'uid': 'tm-fr-all-v2.0_tp70_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp93_fr', 'relevance': 0.251}]",100,1,fr,False,1940-02-14T00:00:00+00:00,LU,BNL,luxembourg1935,newspaper
luxwort-1930-09-11-a-i0050,ad,Pub. 13 Page 8,,"[{'uid': 'aida-0001-54-Dudelange', 'relevance': 2}, {'uid': 'aida-0001-54-Ostend', 'relevance': 1}, {'uid': 'aida-0001-54-Wang_Mien', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]","[{'uid': 'aida-0001-50-Marguerite_Duras', 'relevance': 1}, {'uid': 'aida-0001-50-Rogier_Wassen', 'relevance': 1}, {'uid': 'aida-0001-50-Hal_Schumacher', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.2}, {'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.024}, {'uid': 'tm-de-all-v2.0_tp39_de', 'relevance': 0.032}, {'uid': 'tm-de-all-v2.0_tp59_de', 'relevance': 0.118}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.478}]",411,1,de,False,1930-09-11T00:00:00+00:00,LU,BNL,luxwort,newspaper
tageblatt-1949-02-22-a-i0118,ad,AMITIES FR~HC~!SES Esch-sur-Alzette Le j,,"[{'uid': 'aida-0001-54-Esch-sur-Alzette', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Thionville', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]","[{'uid': 'aida-0001-50-Les_noces_de_Jeannette', 'relevance': 1}, {'uid': 'aida-0001-50-Victor_Massé', 'relevance': 1}, {'uid': 'aida-0001-50-Georges_Courteline', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp12_de', 'relevance': 0.069}, {'uid': 'tm-de-all-v2.0_tp30_de', 'relevance': 0.052}, {'uid': 'tm-de-all-v2.0_tp35_de', 'relevance': 0.085}, {'uid': 'tm-de-all-v2.0_tp43_de', 'relevance': 0.089}, {'uid': 'tm-de-all-v2.0_tp59_de', 'relevance': 0.274}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.145}, {'uid': 'tm-de-all-v2.0_tp85_de', 'relevance': 0.091}]",524,1,de,False,1949-02-22T00:00:00+00:00,LU,BNL,tageblatt,newspaper
indeplux-1928-03-02-b-i0037,ad,Publicité 13 Page 4,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp01_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp03_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp07_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp15_fr', 'relevance': 0.041}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.088}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.041}, {'uid': 'tm-fr-all-v2.0_tp25_fr', 'relevance': 0.032}, {'uid': 'tm-fr-all-v2.0_tp27_fr', 'relevance': 0.097}, {'uid': 'tm-fr-all-v2.0_tp34_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.032}, {'uid': 'tm-fr-all-v2.0_tp69_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp70_fr', 'relevance': 0.023}, {'uid': 'tm-fr-all-v2.0_tp73_fr', 'relevance': 0.032}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.032}]",94,1,fr,False,1928-03-02T00:00:00+00:00,LU,BNL,indeplux,newspaper
indeplux-1928-03-03-a-i0028,ad,Publicité 10 Page 4,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.061}, {'uid': 'tm-fr-all-v2.0_tp27_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp38_fr', 'relevance': 0.127}, {'uid': 'tm-fr-all-v2.0_tp50_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp63_fr', 'relevance': 0.038}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp89_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.027}]",95,1,fr,False,1928-03-03T00:00:00+00:00,LU,BNL,indeplux,newspaper
luxwort-1876-04-17-a-i0008,ad,Pub. 5 Page 3,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Cologne', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp06_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.177}, {'uid': 'tm-fr-all-v2.0_tp26_fr', 'relevance': 0.256}, {'uid': 'tm-fr-all-v2.0_tp33_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp58_fr', 'relevance': 0.076}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.039}]",98,1,fr,False,1876-04-17T00:00:00+00:00,LU,BNL,luxwort,newspaper
indeplux-1928-07-26-a-i0040,ad,Publicité 11 Page 4,,"[{'uid': 'aida-0001-54-Liège_Basket', 'relevance': 1}, {'uid': 'aida-0001-54-Moulins$2c$_Allier', 'relevance': 1}, {'uid': 'aida-0001-54-Havre$2c$_Montana', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp17_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.345}, {'uid': 'tm-fr-all-v2.0_tp30_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp85_fr', 'relevance': 0.035}]",102,1,fr,False,1928-07-26T00:00:00+00:00,LU,BNL,indeplux,newspaper
tageblatt-1925-03-02-a-i0051,ad,Assoeiation Generale des Etudiants Luxembourgeois.,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp01_fr', 'relevance': 0.249}, {'uid': 'tm-fr-all-v2.0_tp15_fr', 'relevance': 0.049}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.083}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.049}, {'uid': 'tm-fr-all-v2.0_tp84_fr', 'relevance': 0.038}]",87,1,fr,False,1925-03-02T00:00:00+00:00,LU,BNL,tageblatt,newspaper
tageblatt-1925-03-06-a-i0056,ad,Association Generale des Etudiants Luxembourgeois.,,[],[],"[{'uid': 'tm-fr-all-v2.0_tp01_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp34_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp41_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp50_fr', 'relevance': 0.127}, {'uid': 'tm-fr-all-v2.0_tp56_fr', 'relevance': 0.027}, {'uid': 'tm-fr-all-v2.0_tp57_fr', 'relevance': 0.072}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.061}, {'uid': 'tm-fr-all-v2.0_tp84_fr', 'relevance': 0.061}, {'uid': 'tm-fr-all-v2.0_tp93_fr', 'relevance': 0.027}]",86,1,fr,False,1925-03-06T00:00:00+00:00,LU,BNL,tageblatt,newspaper
